sex,age,race,marital-status,education,native-country,workclass,occupation,salary-class
Male,60-79,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Nontechnical,>50K
Male,60-79,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Nontechnical,>50K
Male,60-79,White,Married-civ-spouse,Undergraduate,North America,Non-Government,Nontechnical,>50K
Male,60-79,White,Married-civ-spouse,Professional Education,North America,Non-Government,Nontechnical,>50K
Male,60-79,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,>50K
Male,60-79,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,>50K
Male,80-99,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,>50K
Female,80-99,White,Married-civ-spouse,High School,North America,Non-Government,Nontechnical,>50K
Female,40-59,Black,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Widowed,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,Professional Education,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,Professional Education,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Female,40-59,White,Separated,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Graduate,North America,Non-Government,Other,<=50K
Male,40-59,Black,Divorced,High School,North America,Government,Other,<=50K
Male,40-59,Black,Never-married,High School,North America,Government,Other,<=50K
Male,40-59,Black,Separated,High School,North America,Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,>50K
Male,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Married-spouse-absent,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,>50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Separated,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Married-spouse-absent,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Professional Education,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Primary School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,Black,Never-married,High School,North America,Government,Other,<=50K
Female,40-59,Black,Never-married,High School,North America,Government,Other,<=50K
Male,40-59,Black,Never-married,High School,North America,Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Married-spouse-absent,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Married-spouse-absent,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Never-married,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Separated,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Separated,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,<=50K
Male,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Married-spouse-absent,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,Professional Education,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Male,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,>50K
Male,40-59,White,Never-married,Undergraduate,North America,Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Separated,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Male,40-59,Black,Separated,Undergraduate,North America,Government,Other,<=50K
Male,40-59,Black,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,Black,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Non-Government,Other,<=50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Widowed,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Married-spouse-absent,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Graduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Primary School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,Black,Never-married,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Government,Other,>50K
Female,40-59,White,Separated,High School,North America,Government,Other,>50K
Male,40-59,White,Never-married,High School,North America,Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Divorced,High School,North America,Non-Government,Other,>50K
Male,40-59,White,Widowed,High School,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,Black,Divorced,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,Black,Never-married,Undergraduate,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,>50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,Graduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Professional Education,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Divorced,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Male,40-59,White,Never-married,Undergraduate,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Government,Other,<=50K
Male,40-59,Black,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Male,40-59,Black,Divorced,High School,North America,Non-Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,<=50K
Female,40-59,White,Divorced,High School,North America,Government,Other,>50K
Female,40-59,White,Never-married,High School,North America,Government,Other,>50K
